chapter	chapter_title	verse_number	original_text
35	Chapter - 35	6	"तरङ्गा जलधौ यद्वदस्तं यान्ति समीरणात्।  
विषयेन्द्रियकल्लोला महाभूतमहोदधौ ॥ 7 ॥"
35	Chapter - 35	7	"सुसमीचीनया बुद्ध्या तद्वदस्तं नयेद् बुधः।  
(G. omits this line.)मनोऽभिमान इत्येतावहंकारे शमं नयेत् ॥ 8 ॥"
35	Chapter - 35	8	"प्राणमध्यवसायं च बुद्धितत्त्वे (निगूहयेत् A.)निबर्हयेत्।  
सत्त्वं रजस्तमश्चैव त्रैगुण्यं प्रकृतौ नयेत् ॥ 9 ॥"
35	Chapter - 35	9	"यत्तत् त्रैगुण्यमव्यक्तं कारणं महदादिके।  
त्रैगुण्यं च प्रसूतिश्च मायेत्येतत् त्रिधा तु तत् ॥ 10 ॥"
35	Chapter - 35	10	"एवं (तत्र विधा B.)तत्त्वविदां ज्ञेया एताः प्रकृतयो दश।  
स्थूलसूक्ष्मविबेदेन ताः पुनर्विंशतिः स्मृताः ॥ 11 ॥"
35	Chapter - 35	11	"स्थूलानां प्रकृतीनां तु दश मन्त्रा इमे स्मृताः।  
तत्तत्संज्ञा हुंफडन्तास्तारिकाद्या ध्रुवादिकाः ॥ 12 ॥"
35	Chapter - 35	12	"मांसं मेदस्तथा स्मृत्वा रसो व्योमाक्षरत्रयम्(व्योमाक्षरं पुनः C.)।  
परात् परद्वयं चैव बिन्दुनादविभूषितम् ॥ 13 ॥"
35	Chapter - 35	13	"दशानां सूक्ष्मरूपाणां शक्त्याद्यास्ता नव स्मृताः।  
देहेषु जीवभूता याः शक्तयः परसंज्ञिताः ॥ 14 ॥"
35	Chapter - 35	14	"मायाव्योमयुतानेतान् शक्त्यादींस्तदनु स्मरेत्।  
निवृत्तिश्च प्रतिष्ठा च विद्या शान्तिस्तथैव च ॥ 15 ॥"
35	Chapter - 35	15	"शान्त्यतीताभिमाना च प्राणा गुणवती तथा।  
गुणसूक्ष्मा निर्गुणा च एताः संज्ञाः क्रमात् स्मृताः ॥ 16 ॥"
35	Chapter - 35	16	"बीजानां (दश शक्तेऽस्मिन् A. B.)दशके तस्मिन् वह्निविष्ण्वर्धचन्द्रकान्(चन्द्रमाः A. B. C.)।  
संयोज्य मन्त्रान् जानीयादधिष्ठात्रीगतानिमान् ॥ 17 ॥"
35	Chapter - 35	17	"गन्धश्रीश्च रसश्रीश्च रूपश्रीः स्पर्शपूर्विका।  
शब्दश्रीरभिमानश्रीः प्राणश्रीर्गुणपूविका ॥ 18 ॥"
35	Chapter - 35	18	"तथैव गुणसूक्ष्मश्रीर्मायाश्रीरिति संज्ञया।  
अधिष्ठात्र्योऽपि(हि B. C.) वर्तन्ते शक्तयो दशके मम ॥ 19 ॥"
35	Chapter - 35	19	"एवं परिकरं बुद्ध्वा भूतशुद्धिं समाचरेत्।  
स्थानशुद्धिं पुरा कुर्याद्यथा तदवधारय ॥ 20 ॥"
35	Chapter - 35	20	"कालाग्न्यर्कसहस्राभां निर्धूमाङ्गारसंनिभाम्।  
मां स्मृत्वा मन्मुखोत्थेन वह्निना निर्दहेद्भुवम् ॥ 21 ॥"
35	Chapter - 35	21	"सोमायुताभमद्वक्त्रजेनासिञ्चेदथाम्बुना।  
स्थानशुद्धिर्भवेदेवं भूतशुद्धिमथो शृणु ॥ 22 ॥"
35	Chapter - 35	22	"चतुरश्रां समां पीतां वज्रचिह्नां वसुंधराम्।  
मन्त्रेणाकृष्य देहान्तः स्वस्थानस्थां लयं नयेत् ॥ 23 ॥"
35	Chapter - 35	23	"गन्धमात्रे ततस्तच्च स्वबीजेनास्तमानयेत्।  
मय्यधिष्ठानभूतायां मां च बाह्याम्भसि क्षिपेत् ॥ 24 ॥"
35	Chapter - 35	24	"मन्त्रेणार्धेन्दुसंकाशं पद्माङ्कं तच्च दैवत्म्।  
स्वस्थाने विलयं नीत्वा रसमात्रे स्वमन्त्रतः ॥ 25 ॥"
35	Chapter - 35	25	"मन्त्रेण तं प्रतिष्ठाप्य तच्च मय्यानयेल्लयम्।  
मां च बाह्ये क्षिपेद्वह्नावामायं तत्क्रमस्त्वयम् ॥ 26 ॥"
35	Chapter - 35	26	"सर्वत्र नैकं बुध्येत मच्छक्तेर्विलयं बुधः।  
यथा हि सर्पिरासिञ्चेत् क्षीरे तन्मथनोद्भवम् ॥ 27 ॥"
35	Chapter - 35	27	"सर्पिरन्यत्र च क्षीरे तत्सर्पिष्यपि(सर्पिरपि B. G.) चान्यकम्।  
एवमा प्रकृतेः शक्तीरधिष्ठात्रीः स्मरेद् बुधः ॥ 28 ॥"
35	Chapter - 35	28	"दशमीं तत्परं नीत्वा शक्तिमेकादशीं स्थिताम्।  
महाक्षोभमयीं लक्ष्मीं व्यूहाभ्युदयरूपिणीम् ॥ 30 ॥"
35	Chapter - 35	29	"एकादशीं च तां नीत्वा द्वादशीं परमात्मिकाम्।  
अनिर्देश्यामनौपम्यां द्वादशीं तां मयि क्षिपेत् ॥ 31 ॥"
35	Chapter - 35	30	"एवं तां परमां शक्तिं द्वादशीमशिलात्मिकाम्।  
द्वादशान्तान्तमुन्नीय वर्णमय्यां मयि स्मरेत्(अनुस्मरेत् C.) ॥ 32 ॥"
35	Chapter - 35	31	"अग्नीषोमार्ककोट्याभा(कोट्यास्च B.) सर्वतोऽक्षिशिरोमुखी।  
धारासंतानरूपा मे सूक्ष्मा वर्णमयी तनुः ॥ 33 ॥"
35	Chapter - 35	32	"सर्वजीवोपकाराय सर्वसंभारसंभृता।  
उदिता सा (परा B.)पुरा विष्णोर्मेघाद्विद्युदिवोज्ज्वला ॥ 34 ॥"
35	Chapter - 35	33	"शक्रः---  
कानि स्थानानि देहेऽस्मिन् यत्र कार्यो लयः क्रमात्।  
कीदृशानि च बिम्बानि भूम्यादीनां वदाम्बुजे ॥ 35 ॥"
35	Chapter - 35	34	"श्रीः---  
आ जानुतो भुवः स्थानमा कट्याः पयसः स्मृतम्।  
आ नाभेस्तेजसः स्थानं वायोः स्थानं तदा हृदः ॥ 36 ॥"
35	Chapter - 35	35	"आ कर्णान्नभसः स्थानमा बिलाच्चाप्यहंकृतेः।  
आ भ्रुवोर्महतः स्थानमाकाशे तु(आकाशेभ्यः A.) परं स्मृतम् ॥ 37 ॥"
35	Chapter - 35	36	"ततः प्रादेशमात्राग्रे मूर्धतश्चतुरङ्गुले।  
स्थाने प्रकृत्याः शेषं तदङ्गुलीनां द्विरष्टकम् ॥ 38 ॥"
35	Chapter - 35	37	"एकादश्यां द्विषट्‌कायां स्थानं तत्त्वक्षरश्रियः।  
चतुरश्रं भवेद्बिम्बं वज्राङ्कं पार्थिवं महत् ॥ 39 ॥"
35	Chapter - 35	38	"अर्धेन्दुसदृशं शुक्लं पद्माङ्कं पयसः स्मृतम्।  
त्रिकोणं स्वस्तिकाङ्कं च रक्तं तैजसमुच्यते ॥ 40 ॥"
35	Chapter - 35	39	"एवं तत्त्वोपसंहारे कृते हृत्कुहरोद्गतम्।  
ज्ञानरज्ज्ववलम्बं च सुषुम्नामध्यमानुगप्त् ॥ 42 ॥"
35	Chapter - 35	40	"ऊर्ध्वमाजानुमुन्नीय शक्तिसोपानपङ्‌क्तिभिः।  
द्वादशान्तान्तराजीवं मध्यस्थायां मयि क्षिपेत् ॥ 43 ॥"
35	Chapter - 35	41	"तदन्ते च(तु A. C.) महापद्मं सहस्रदलसंयुतम्।  
सूर्यकोटिसहस्राभमिन्दुकोट्ययुतप्रभम् ॥ 44 ॥"
35	Chapter - 35	42	"अग्नीषोममयान्तःस्था महानन्दमयी तनुः।  
अनिर्देश्योपमा संविन्मयी सा मामिका परा ॥ 45 ॥"
35	Chapter - 35	43	"अंशतः प्रसरन्त्यस्या जीवानन्दा सरिद्वरा।  
स्वानन्दमेनमानीय महानन्दमयीं नयेत् ॥ 46 ॥"
35	Chapter - 35	44	"ततो लवणकूटाभं पिण्डमस्मन्मुखोद्गतैः।  
महाज्वालैर्महावेगैश्चिन्मयैः परितो दहेत् ॥ 47 ॥"
35	Chapter - 35	45	"युक्तः सरसकः षष्ठो बिन्दुमान् दाहपावकः।  
तारिकानतिमध्यस्थो विज्ञेयः शास्त्रचक्षुषा ॥ 48 ॥"
35	Chapter - 35	46	"सोममय्या ममास्योत्थैः पीयूषैः प्लावयेत्ततः।  
चन्द्री सूक्ष्मस्तु सव्योमा पिण्डस्याप्यायने स्मृतः ॥ 49 ॥"
35	Chapter - 35	47	"सिसृक्षया मयोद्यत्या संवित्प्राणोपगूढया।  
प्रेरितास्ताः स्मरेच्छक्तीर्वर्णमय्यां मयि स्थिताः ॥ 50 ॥"
35	Chapter - 35	48	"ततस्ताभिः स्वशक्तीभिश्चोदनाद्वारपूर्वकम्(पूर्वतः A. B.)।  
मायादि क्षितिपर्यन्तं निर्मितं संस्मरेत् क्रमात् ॥ 51 ॥"
35	Chapter - 35	49	"ततः पिण्डसमुत्पत्तिं करणव्यञ्जनोज्ज्वलाम्।  
एवं पिण्डं समुत्पाद्य शुद्धलक्ष्मीमयं महत् ॥ 52 ॥"
35	Chapter - 35	50	"तारिकानतिमद्यस्था जीवमन्त्र उदाहृतः।  
विशुद्धविग्रहस्त्वेवं मन्त्रन्यासं समाचरेत् ॥ 54 ॥"
35	Chapter - 35	51	"क्षितावुपरि विन्यस्तं यत् पुरा फलकादिकम्।  
स्वेन स्वेन तु मन्त्रेण तं मन्त्री(तन्मन्त्रं B.) पञ्चधा स्मरेत् ॥ 56 ॥"
35	Chapter - 35	52	"आधारशक्तिकूर्मोर्वीदुग्धाब्ध्यम्बुजरूपतः।  
तार्क्ष्यं तत्र स्थितं ध्यायेत् खर्वबीजात्मना स्थितम् ॥ 57 ॥"
35	Chapter - 35	53	"तत्रोपविश्य लक्ष्मीशं रूपं स्वमनुचिन्त्य च।  
दिशो निबध्य चास्त्रेण पुनरेवं मुहुर्मुहुः ॥ 58 ॥"
35	Chapter - 35	54	"गगनस्थैरदृश्यं स्याद्यथा न्यासं समाचरेत्।  
करन्यासं पुरा कृत्वा देहन्यासं समाचरेत् ॥ 60 ॥"
35	Chapter - 35	55	"अङ्गुष्ठे तारिकां न्यस्येत्तच्छक्तीरङ्गुलीषु तु।  
तर्जन्यां तु न्यसेल्लक्ष्मीं मध्यायां कीतिमप्यथ ॥ 61 ॥"
35	Chapter - 35	56	"अनामायां जयां मायां कनिष्ठायां ततो न्यसेत्।  
सतारतारिकासंज्ञानत्यन्तस्तन्मनुक्रमः ॥ 62 ॥"
35	Chapter - 35	57	"कनिष्ठिकाद्यासु ततो हृदयादीन्यनुक्रमात्।  
अङ्गानि पञ्च विन्यस्य नेत्रमङ्गेषु संस्मरेत् ॥ 63 ॥"
35	Chapter - 35	58	"कौस्तुभं दक्षिणतले वनमालां तथापरे।  
दक्षिणे मध्यतः पद्मं न्यसेद्वामतलेऽपि च ॥ 64 ॥"
35	Chapter - 35	59	"अड्कुशं दक्षिणे न्यस्येत् पाशं वामतले तथा।  
अनेन विधिना पूर्वं हस्तन्यासं समाचरेत् ॥ 65 ॥"
35	Chapter - 35	60	"ततस्तु विग्रहन्यासं यथा कुर्यात्तथा शृणु।  
आ मूर्ध्नश्चरणान्तं चाचरणाच्च शिरोऽवधि ॥ 66 ॥"
35	Chapter - 35	61	"जयां दक्षिणपाणिस्थां माया वामकरस्थिताम्।  
नासान्तरे च हृन्मन्त्रं शिरोमन्त्रं च मूर्धनि ॥ 68 ॥"
35	Chapter - 35	62	"शिखां चैव शिखास्थाने स्कन्धयोः कवचं ततः।  
विन्यस्य नेत्रयोनेत्रमश्रं पाणितलद्वये ॥ 69 ॥"
35	Chapter - 35	63	"नाभौ पृष्टे करद्वन्द्व ऊरुजानुपदेषु च।  
न्यसेत् सम्यगुपाङ्गानि त्रियुगं मन्त्रवित्तमः ॥ 70 ॥"
35	Chapter - 35	64	"वक्षःस्थं कौस्तुभं मध्ये कण्ठे च वनमालिकाम्।  
पङ्कजे करयोर्न्यस्य मन्त्रमावर्तयन् द्विधा ॥ 71 ॥"
35	Chapter - 35	65	"वामहस्ते ततः पाशमङ्कुशं दक्षिणे करे।  
पादयोस्तारिकां स्थूलां सूक्ष्मां चैवोपसंधिके ॥ 72 ॥"
35	Chapter - 35	66	"चरमां ब्रह्मरन्ध्रे तु मन्त्राणां नायिका हि सा।  
चन्द्रिकातपसंकाशं न्यासे न्यासे मनुं स्मरेत् ॥ 73 ॥"
35	Chapter - 35	67	"मनसा भावयेन्मुद्रास्तत्र तत्र च साधकः।  
तारिका या परा देवी तया व्याप्ताननुस्मरेत् ॥ 74 ॥"
35	Chapter - 35	68	"विन्यस्तान् सकलान् मन्त्रान् सर्वतः संप्लुतोदवत्।  
एवं कृतेऽनुसंधाने मन्त्राणां भिन्नवर्त्मनाम् ॥ 75 ॥"
35	Chapter - 35	69	"अपामिवोदधिस्थानामेकीकारः(एकाकारः B.) प्रजायते।  
एवं न्यासे कृते मन्त्री साक्षाल्लक्ष्मीमयो भवेत् ॥ 76 ॥"
35	Chapter - 35	70	"सर्वाधिकारभागी स्यादाश्रित्य ध्यानजं बलम्।  
ध्यायिनः सर्वसिद्धीनामाविर्भावश्च जायते ॥ 77 ॥"
35	Chapter - 35	71	"न्यस्ताङ्गो निर्भयस्तिष्ठेद्देशे दुष्टसमाकुले।  
विजयेतापमृत्यूंश्च सर्वांश्चैवौपसर्गिकान् ॥ 78 ॥"
35	Chapter - 35	72	"न्यस्ताङ्गो विधिवन्मन्त्री यथाशास्त्रेण चेतसा।  
तनुं मन्त्रमयीं तां तु मां ध्यायेत् परमेश्वरीम् ॥ 79 ॥"
35	Chapter - 35	73	"अहं स भगवान् विष्णुरहं लक्ष्मीः सनातनी।  
इत्येवंभाववान् योगी भूयो नैव प्रजायते ॥ 80 ॥"
35	Chapter - 35	74	"इतीयं भूतशुद्धिस्ते यथावच्छक्र वर्णिता।  
अन्तर्यागमथो वक्ष्ये तत्त्वतस्तन्निशामय ॥ 81 ॥"
36	Chapter - 36	1	"षट्‌त्रिंशोऽध्यायः - 36  
श्रीः---  
ब्रह्मानन्दमयी शक्र भोगैर्यत् पारमार्थिकैः।  
इज्येयं हृदयान्तःस्था सोऽन्तर्याग इति स्मृतः ॥ 1 ॥"
36	Chapter - 36	2	"पद्मं वा स्वस्तिकं वापि बद्ध्वा योन्यासनं तु वा।  
नाभिमेढ्रान्तरे ध्यायेच्छक्तिमाधाररूपिणीम् ॥ 2 ॥"
36	Chapter - 36	3	"देवीं केनाप्यनादेयां नीरूपां ज्योतिरात्मिकाम्।  
तदूर्ध्वे कालकूर्मं तु विमलं दीप्तविग्रहम् ॥ 3 ॥"
36	Chapter - 36	4	"कूर्माकारं परं देवं शङ्खचक्रगदाधरम्।  
तस्य चोपरि नागेन्द्रं पूर्णचन्द्रनिभाननम् ॥ 4 ॥"
36	Chapter - 36	5	"फणासहस्रसंपूर्णं मदाघूर्णितलोचनम्।  
चक्रलाङ्गलहस्तं च प्रणमेत्तं परात् परम् ॥ 5 ॥"
36	Chapter - 36	6	"तदूर्ध्वं (वसुधा C.)वसुधां देवीं कुङ्कुमक्षोदसंनिभाम्।  
हेमरत्नविचित्राङ्गीं प्रसन्नवदनेक्षणाम् ॥ 6 ॥"
36	Chapter - 36	7	"बद्धाञ्जलिं शिरोदेशे संस्मरन्तीं विभुं स्मरेत्।  
चतुर्धा भाजिते क्षेत्रे नाभिमेढ्रान्तरस्थिते ॥ 7 ॥"
36	Chapter - 36	8	"एवमाधारशक्त्यादिदेवताः संस्मरेदिमाः(शक्त्यादीः संस्मरेद्देवता इमाः A. G.)।  
नाभौ क्षीरार्णवं ध्यायेत् कुन्देन्दुधवलाकृतिम् ॥ 8 ॥"
36	Chapter - 36	9	"स्रोतोरश्मिभिराकीर्णं पूर्णचन्द्रनिभाननम्।  
गम्भीरविग्रहं ध्यायेद्रूपवन्तमरूपिणम् ॥ 9 ॥"
36	Chapter - 36	10	"ततः समुत्थितं पद्मं ध्यायेत् क्षीरार्णवोदरात्।  
प्रशान्तपावकाकारमुदयादित्यवर्चसम् ॥ 10 ॥"
36	Chapter - 36	11	"लम्बोदरं हसन्तं च सितदन्तं शुभाननम्।  
द्विभुजं वेष्टितं शश्वच्छुभैर्विविधषट्‌पदैः ॥ 11 ॥"
36	Chapter - 36	12	"सहस्रदलसंपन्नं(पर्यन्तं A. B. G.) सहस्रकिरणावृतम्।  
सहस्ररश्मिसंकाशं तत्पृष्ठे चासनं न्यसेत् ॥ 12 ॥"
36	Chapter - 36	13	"धर्मं ज्ञानं च वैराग्यमैश्वर्यं च क्रमादिमान्।  
आसनस्य स्मरेत् पादानाग्नेयादिविदिग्गतान्(दिशः क्रमात् C.) ॥ 13 ॥"
36	Chapter - 36	14	"पूर्वादिदिग्गता ज्ञेया धर्मादीनां विपर्ययाः।  
अधर्मं च तथाज्ञानमवैराग्यमनैस्वरम् ॥ 15 ॥"
36	Chapter - 36	15	"पुरुषाकृतयश्चेमे बन्धूककुसुमोपमाः।  
प्रागीशानदिशोर्मध्ये प्रागाग्नेयदिगन्तरे ॥ 16 ॥"
36	Chapter - 36	16	"ईशानसोमदिङ्मध्ये वह्न्यन्तकदिगन्तरे।  
राक्षसान्तकदिङ्मध्ये वायुसोमदिगन्तरे ॥ 18 ॥"
36	Chapter - 36	17	"कृताद्यं युगबृन्दं तु कृष्णं वृषनराकृति।  
सर्वे चतुर्भुजा एते द्वाभ्यां पीठधृतस्तथा ॥ 19 ॥"
36	Chapter - 36	18	"द्वाभ्यामञ्जलिबद्धाभ्यां प्रणमन्त्यासनस्थिताम्।  
तेषामुपरि संचिन्त्यं पीठं बुद्धिमयं परम् ॥ 20 ॥"
36	Chapter - 36	19	"अव्यक्तमम्बुजं श्वेतं तदूर्ध्वेऽष्टदलं स्मरेत्।  
तदूर्ध्वे सूर्यबिम्बं तु (सूर्यकोट्ययुत G.)सूर्यकोटिसमप्रभम् ॥ 21 ॥"
36	Chapter - 36	20	"तदूर्ध्वे चन्द्रबिम्बं तु चन्द्रकोटिसमप्रभम्।  
तदूर्ध्वे वह्निबिम्बं तु वह्निकोट्ययुतप्रभम् ॥ 22 ॥"
36	Chapter - 36	21	"तमो रजश्च सत्त्वं च गुणानेतान् क्रमात् स्मरेत्।  
प्रणवस्य नतेश्चैव तत्तत्संज्ञास्तु मध्यगाः ॥ 23 ॥"
36	Chapter - 36	22	"बुद्ध्यादिसत्त्वपर्यन्ततत्त्वमन्त्रगणाः स्मृताः।  
ततश्चिदासनं दद्यात् पराहंतास्वरूपकम् ॥ 24 ॥"
36	Chapter - 36	23	"आ नाभेर्हृदयान्तात्तु पञ्चधा भाजिते पदे।  
समुद्राद्यासनान्तं तु चतुर्भिः [^8]कल्पयेत् पदैः ॥ 25 ॥"
36	Chapter - 36	24	"एकेन पञ्चमेनैव पद्माद्यासनकल्पनम्।  
भूतान्याधारशक्तौ तु कूर्मे तन्मात्रकं गणम् ॥ 26 ॥"
36	Chapter - 36	25	"वागादिकं तथानन्ते भुवि श्रोत्रादिपञ्चकम्।  
मनः क्षीरार्णवे ध्यायेदहंकारं ततोऽम्बुजे ॥ 27 ॥"
36	Chapter - 36	26	"द्विरष्टकं च धर्माद्यमासनं चापि धीः स्मृता।  
अव्यक्तं च तदूर्ध्वस्थमवदातं सरोरुहम् ॥ 28 ॥"
36	Chapter - 36	27	"तमःप्रभृतयश्चोक्ता गुणा ह्यब्जत्रयात्मकाः।  
एके कालं वदन्त्येतद् भूतादित्रितयात्मकम् ॥ 29 ॥"
36	Chapter - 36	28	"चिदासनमनन्ताख्यं(अहंताख्यं A. F.) पुमांसमपरे जगुः(विदुः B. F.)।  
एके चिदासनादूर्ध्वं गरुडं परिचक्षते ॥ 30 ॥"
36	Chapter - 36	29	"खर्वव्योमान्वितं पश्चात् (खगासन A.)खगानननमोयुतम्।  
मन्त्रमाहुः सुरेशान तन्मन्त्रं नवमं बुधाः ॥ 31 ॥"
36	Chapter - 36	30	"इत्थं बहुविधैर्मन्त्रैरासने विहिते क्रमात्।  
विष्णुं विश्वात्मकं देवं नारायणमनामयम् ॥ 32 ॥"
36	Chapter - 36	31	"भावयेत् परमात्मानं शङ्खचक्रगदाधरम्।  
चतुर्भुजं पीतवस्त्रं पुण्डरीकनिभेक्षणम् ॥ 33 ॥"
36	Chapter - 36	32	"उदितं संस्मरेद्देव स्वशक्तेः स्पन्दनात्मनः।  
सम्यग् ध्येयं यथैतत्ते तथा भूयो निबोध मे ॥ 34 ॥"
36	Chapter - 36	33	"सुसम्यङ् न्यस्तमन्त्राङ्गः(सर्वाङ्ग A.) सुसंक्लृप्तान्तरासनः।  
दर्शिताशेषमुद्रश्च संस्मरेन्मन्त्रवैभवम् ॥ 35 ॥"
36	Chapter - 36	34	"परं ब्रह्म परं धाम यत् पारे तमसः स्थितम्।  
शक्तिमच्छक्तिभावेन लक्ष्मीनारायणं महः ॥ 36 ॥"
36	Chapter - 36	35	"भावानां चिदचिद्रूपभावाभावादिभेदिनाम्।  
अन्तरात्मतया तत्तदहंकारपदास्पदम् ॥ 38 ॥"
36	Chapter - 36	36	"अचिन्त्याननुयोज्येन हेतुना येन केनचित्।  
शक्तिमच्छक्तिभावेन तद्‌ द्विधा व्यवतिष्ठते ॥ 39 ॥"
36	Chapter - 36	37	"अहमित्येव यः प्रोक्तः पदप्रत्यययोर्द्वयोः।  
नारायणः स भविता तस्याहंता तु या परा ॥ 40 ॥"
36	Chapter - 36	38	"तद्धर्मधर्मिणी लक्ष्मीः शक्तिः सा भावरूपिणी।  
सर्वकार्यकरी सैव शक्तिर्वितनुते जगत् ॥ 41 ॥"
36	Chapter - 36	39	"शक्तिमन्तमधिष्ठाय ज्योत्स्नेव हिमदीधितिम्।  
सा वितिस्तीर्षमाणा हि शब्दब्रह्मात्मना पुरा ॥ 42 ॥"
36	Chapter - 36	40	"वितत्यात्मानमथ सा वितनोत्यर्थवर्त्मना।  
शब्दब्रह्ममयः पूर्वो यो नाम प्रथमोदयः ॥ 43 ॥"
36	Chapter - 36	41	"अकलङ्गः (कलङ्कात्मा A.; कलात्मासौ B.)कलाद्वात्मा योगस्थैरनुभूयते।  
धारासंतानवर्णात्मा वर्णमार्गः स शब्द्यते ॥ 44 ॥"
36	Chapter - 36	42	"कलाध्वानमधिष्ठाय स पुनर्मन्त्रवर्त्मना।  
उदेति सकलं शक्तिचक्रमादाय वैष्णवम् ॥ 45 ॥"
36	Chapter - 36	43	"परात्मना परं ज्योतिर्मयमानन्दलक्षणम्।  
त्रिविघेनैव रूपेण यथा ते वर्णितं पुरा ॥ 46 ॥"
36	Chapter - 36	44	"रूपं परं तदेवाथ वर्तते सूक्ष्मवर्त्मना।  
मन्त्रप्रसररूपेण तच्च ते दर्शयिष्यते ॥ 47 ॥"
36	Chapter - 36	45	"सूक्ष्मं तत् त्रिविधं भूयो वर्तते स्थूलवर्त्मना।  
स्थूला चादितनुर्येयमङ्गोपाङ्गविभेदिनी ॥ 48 ॥"
36	Chapter - 36	46	"लक्ष्मीनारायणस्यैषा मूर्तिः षाड्‌गुण्यबृंहिता।  
चेतनाचेतनं विश्वमनुसंधेयमत्र तु ॥ 49 ॥"
36	Chapter - 36	47	"तत्तत्कार्यकरी तस्या या शक्तिः साहमम्बुजा।  
मन्त्रस्य यद्धि चैतन्यं पुमांसं तं प्रचक्षते ॥ 51 ॥"
36	Chapter - 36	48	"मन्त्राणां यदहंयुत्वमहंकारगुणस्तु सः।  
मन्त्राणां मानसं रूपमैन्द्रियज्ञानहेतुता ॥ 53 ॥"
36	Chapter - 36	49	"यच्छब्दरूपता मन्त्रे सा ज्ञेया नभसि स्थिता।  
कम्पो मन्त्रसमावेशे वायव्यं रूपमुच्यते ॥ 54 ॥"
36	Chapter - 36	50	"यो हि मन्त्रस्थितो भावः स भौमो गुण उच्यते।  
इत्येवं सर्वगां व्याप्तिं मन्त्री मान्त्रीं सुसंस्मरेत् ॥ 56 ॥"
36	Chapter - 36	51	"अचिरान्मन्त्रसामर्थ्यात्तेन भावेन जायते।  
इत्थं संवित्तिसामर्थ्यात्तारिकाशक्तिमातताम् ॥ 57 ॥"
36	Chapter - 36	52	"स्पन्दमानां पुरा पश्येद्व्योम्नि सौदामिनीमिव।  
हृदम्बुजगुहामध्ये पूर्वोक्ते चित्प्रभासने ॥ 58 ॥"
36	Chapter - 36	53	"स्फुरन्त्यां तारिकामूर्तौ शब्दब्रह्मणि संस्मरेत्।  
मिथुनं शाश्वतं दिव्यं (यथा तत् A. B. G.)यथावदवधारय ॥ 59 ॥"
36	Chapter - 36	54	"सूर्यानलांशसंस्थानं नारायणमनामयम्।  
स्मरेच्चिदासनासीनं पुण्डरीकायतेक्षणम् ॥ 60 ॥"
36	Chapter - 36	55	"पीताम्बरमुदाराङ्गं काञ्चीनू पुरशोभितम्।  
हारकुण्डलकेयूरकिरीटकटकोज्ज्वलम् ॥ 61 ॥"
36	Chapter - 36	56	"प्रभयेव मणिं पूर्णं गाम्भीर्येणेव सागरम्।  
प्रभयेव विवस्वन्तं ज्योत्स्नयेव निशाकरम् ॥ 63 ॥"
36	Chapter - 36	57	"पुरा ध्यात्वा हृषीकेशं प्रसन्नमुखपङ्कजम्।  
पुराष्टादशभिर्भोगैरर्चयेत् पुरुषोत्तमम् ॥ 64 ॥"
36	Chapter - 36	58	"सूक्तेन पौरुषेणाथ प्रणवेन च वासव।  
द्विष्ट्‌चतुस्रिकार्णऐस्च तथैव च जितंतया ॥ 65 ॥"
36	Chapter - 36	59	"अर्चयित्वाथ देवेशं लक्ष्मीं सर्वाङ्गगां स्मरेत्।  
लयात्मनार्चयित्वाथ लक्ष्मीमावाहयेत्ततः ॥ 66 ॥"
36	Chapter - 36	60	"वामोत्सङ्गे निषण्णां तामथ देवस्य शार्ङ्गिणः।  
अर्चयेद्विविधैर्भोगैर्यथावच्छास्त्रचोदितैः ॥ 67 ॥"
36	Chapter - 36	61	"शक्रः---  
देवप्रिये देवदेवि नमस्ते पङ्कजेक्षणे।  
विधिं पुरुषसूक्तस्य तारादीनां च मे वद ॥ 68 ॥"
36	Chapter - 36	62	"श्रीः---  
एको नारायणो देवः श्रीमान् कमललोचनः।  
एकाहं परमा शक्तिः सर्वकार्यकरी हरेः ॥ 69 ॥"
36	Chapter - 36	63	"तावावां परमे व्योम्नि क्षेमाय सकलात्मनाम्।  
आसीनौ सकलेशानौ सूरिभिः सेवितौ सदा ॥ 70 ॥"
36	Chapter - 36	64	"तयोर्नौ हृदि संकल्पः कश्चिदाविर्बभूव ह।  
उत्तारणाय जीवानामुपायोऽन्विष्यतामिति ॥ 71 ॥"
36	Chapter - 36	65	"आवाभ्यामुत्थितं(मथितं B.) तेजः शब्दब्रह्ममहोदधिः।  
मथ्यमानात्ततस्तस्मादभूत् सूक्तद्वयामृतम् ॥ 72 ॥"
36	Chapter - 36	66	"पुरुषस्य हरेः सूक्तं मम सुक्तं तथैव च।  
अन्योन्यशक्तिसंपृक्तमन्योन्यार्णपरिष्कृतम् ॥ 73 ॥"
36	Chapter - 36	67	"नारायणार्षमव्यक्तं पौरुषं सूक्तमिष्यते।  
अन्यन्मदार्षकं सूक्तं श्रीसूक्तं यत् प्रचक्षते ॥ 74 ॥"
36	Chapter - 36	68	"प्रणवाद्याः पुरा मन्त्राः पञ्च सम्यक् प्रदर्शिताः।  
इदानीं शृणु संक्षेपात्तेषामाराधनक्रमम् ॥ 75 ॥"
36	Chapter - 36	69	"अष्टादश ऋचः प्रोक्ताः पौरुषे सूक्तसत्तमे।  
ताभिस्तु प्रणावाद्याभिर्भोगानष्टादशोत्तमान् ॥ 76 ॥"
